2,Абаза,Хакасия,Россия
573,Мелеуз,Башкортостан,Россия
574,Менделеевск,Татарстан,Россия
575,Мензелинск,Татарстан,Россия
576,Мещовск,Калужская область,Россия
577,Миасс,Челябинская область,Россия
578,Микунь,Коми,Россия
579,Миллерово,Ростовская область,Россия
580,Минеральные Воды,Ставропольский край,Россия
581,Минусинск,Красноярский край,Россия
582,Миньяр,Челябинская область,Россия
583,Мирный,Архангельская область,Россия
584,Мирный,Якутия,Россия
585,Михайлов,Рязанская область,Россия
586,Михайловка,Волгоградская область,Россия
587,Михайловск,Свердловская область,Россия
588,Михайловск,Ставропольский край,Россия
589,Мичуринск,Тамбовская область,Россия
590,Могоча,Читинская область,Россия
591,Можайск,Московская область,Россия
592,Можга,Удмуртия,Россия
593,Моздок,Северная Осетия,Россия
594,Мончегорск,Мурманская область,Россия
595,Морозовск,Ростовская область,Россия
596,Моршанск,Тамбовская область,Россия
597,Мосальск,Калужская область,Россия
598,Москва,Московская область,Россия
599,Московский,Московская область,Россия
600,Муравленко,Ямало-Ненецкий автономный округ,Россия
601,Мураши,Кировская область,Россия
602,Мурманск,Мурманская область,Россия
603,Муром,Владимирская область,Россия
604,Мценск,Орловская область,Россия
605,Мыски,Кемеровская область,Россия
606,Мытищи,Московская область,Россия
607,Мышкин,Ярославская область,Россия
608,Набережные Челны,Татарстан,Россия
609,Навашино,Нижегородская область,Россия
610,Наволоки,Ивановская область,Россия
611,Надым,Ямало-Ненецкий автономный округ,Россия
612,Назарово,Красноярский край,Россия
613,Назрань,Ингушетия,Россия
614,Называевск,Омская область,Россия
615,Нальчик,Кабардино-Балкария,Россия
616,Нариманов,Астраханская область,Россия
617,Наро-Фоминск,Московская область,Россия
618,Нарткала,Кабардино-Балкария,Россия
619,Нарьян-Мар,Ненецкий автономный округ,Россия
620,Находка,Приморский край,Россия
621,Невель,Псковская область,Россия
622,Невельск,Сахалинская область,Россия
623,Невинномысск,Ставропольский край,Россия
624,Невьянск,Свердловская область,Россия
625,Нелидово,Тверская область,Россия
626,Неман,Калининградская область,Россия
627,Нерехта,Костромская область,Россия
628,Нерчинск,Читинская область,Россия
629,Нерюнгри,Якутия,Россия
630,Нестеров,Калининградская область,Россия
631,Нефтегорск,Самарская область,Россия
632,Нефтекамск,Башкортостан,Россия
633,Нефтекумск,Ставропольский край,Россия
634,Нефтеюганск,Ханты-Мансийский автономный округ - Югра,Россия
635,Нея,Костромская область,Россия
636,Нижневартовск,Ханты-Мансийский автономный округ - Югра,Россия
637,Нижнекамск,Татарстан,Россия
638,Нижнеудинск,Иркутская область,Россия
639,Нижние Серги,Свердловская область,Россия
640,Нижний Ломов,Пензенская область,Россия
641,Нижний Новгород,Нижегородская область,Россия
642,Нижний Тагил,Свердловская область,Россия
643,Нижняя Салда,Свердловская область,Россия
644,Нижняя Тура,Свердловская область,Россия
645,Николаевск,Волгоградская область,Россия
646,Николаевск-на-Амуре,Хабаровский край,Россия
647,Никольск,Вологодская область,Россия
648,Никольск,Пензенская область,Россия
649,Никольское,Ленинградская область,Россия
650,Новая Ладога,Ленинградская область,Россия
651,Новая Ляля,Свердловская область,Россия
652,Новоалександровск,Ставропольский край,Россия
653,Новоалтайск,Алтайский край,Россия
654,Новоаннинский,Волгоградская область,Россия
655,Нововоронеж,Воронежская область,Россия
656,Новодвинск,Архангельская область,Россия
657,Новозыбков,Брянская область,Россия
658,Новокубанск,Краснодарский край,Россия
659,Новокузнецк,Кемеровская область,Россия
660,Новокуйбышевск,Самарская область,Россия
661,Новомичуринск,Рязанская область,Россия
662,Новомосковск,Тульская область,Россия
663,Новопавловск,Ставропольский край,Россия
664,Новоржев,Псковская область,Россия
665,Новороссийск,Краснодарский край,Россия
666,Новосибирск,Новосибирская область,Россия
667,Новосиль,Орловская область,Россия
668,Новосокольники,Псковская область,Россия
669,Новотроицк,Оренбургская область,Россия
670,Новоузенск,Саратовская область,Россия
671,Новоульяновск,Ульяновская область,Россия
672,Новоуральск,Свердловская область,Россия
673,Новохопёрск,Воронежская область,Россия
674,Новочебоксарск,Чувашия,Россия
675,Новочеркасск,Ростовская область,Россия
676,Новошахтинск,Ростовская область,Россия
677,Новый Оскол,Белгородская область,Россия
678,Новый Уренгой,Ямало-Ненецкий автономный округ,Россия
679,Ногинск,Московская область,Россия
680,Нолинск,Кировская область,Россия
681,Норильск,Красноярский край,Россия
682,Ноябрьск,Ямало-Ненецкий автономный округ,Россия
683,Нурлат,Татарстан,Россия
684,Нытва,Пермский край,Россия
685,Нюрба,Якутия,Россия
686,Нягань,Ханты-Мансийский автономный округ - Югра,Россия
687,Нязепетровск,Челябинская область,Россия
688,Няндома,Архангельская область,Россия
689,Облучье,Еврейская автономная область,Россия
690,Обнинск,Калужская область,Россия
691,Обоянь,Курская область,Россия
692,Обь,Новосибирская область,Россия
693,Одинцово,Московская область,Россия
694,Ожерелье,Московская область,Россия
695,Озёрск,Калининградская область,Россия
696,Озёрск,Челябинская область,Россия
697,Озёры,Московская область,Россия
698,Октябрьск,Самарская область,Россия
699,Октябрьский,Башкортостан,Россия
700,Окуловка,Новгородская область,Россия
701,Олёкминск,Якутия,Россия
702,Оленегорск,Мурманская область,Россия
703,Олонец,Карелия,Россия
704,Омск,Омская область,Россия
705,Омутнинск,Кировская область,Россия
706,Онега,Архангельская область,Россия
707,Опочка,Псковская область,Россия
708,Орёл,Орловская область,Россия
709,Оренбург,Оренбургская область,Россия
710,Орехово-Зуево,Московская область,Россия
711,Орлов,Кировская область,Россия
712,Орск,Оренбургская область,Россия
713,Оса,Пермский край,Россия
714,Осинники,Кемеровская область,Россия
715,Осташков,Тверская область,Россия
716,Остров,Псковская область,Россия
717,Островной,Мурманская область,Россия
718,Острогожск,Воронежская область,Россия
719,Отрадное,Ленинградская область,Россия
720,Отрадный,Самарская область,Россия
721,Оха,Сахалинская область,Россия
722,Оханск,Пермский край,Россия
723,Очёр,Пермский край,Россия
724,Павлово,Нижегородская область,Россия
725,Павловск,Воронежская область,Россия
726,Павловск,Санкт-Петербург,Россия
727,Павловский Посад,Московская область,Россия
728,Палласовка,Волгоградская область,Россия
729,Партизанск,Приморский край,Россия
730,Певек,Чукотский автономный округ,Россия
731,Пенза,Пензенская область,Россия
732,Первомайск,Нижегородская область,Россия
733,Первоуральск,Свердловская область,Россия
734,Перевоз,Нижегородская область,Россия
735,Пересвет,Московская область,Россия
736,Переславль-Залесский,Ярославская область,Россия
737,Пермь,Пермский край,Россия
738,Пестово,Новгородская область,Россия
739,Петергоф,Санкт-Петербург,Россия
740,Петров Вал,Волгоградская область,Россия
741,Петровск,Саратовская область,Россия
742,Петровск-Забайкальский,Читинская область,Россия
743,Петрозаводск,Карелия,Россия
744,Петропавловск-Камчатский,Камчатская область,Россия
745,Петухово,Курганская область,Россия
746,Петушки,Владимирская область,Россия
747,Печора,Коми,Россия
748,Печоры,Псковская область,Россия
749,Пикалёво,Ленинградская область,Россия
750,Пионерский,Калининградская область,Россия
751,Питкяранта,Карелия,Россия
752,Плёс,Ивановская область,Россия
753,Плавск,Тульская область,Россия
754,Пласт,Челябинская область,Россия
755,Поворино,Воронежская область,Россия
756,Подольск,Московская область,Россия
757,Подпорожье,Ленинградская область,Россия
758,Покачи,Ханты-Мансийский автономный округ,Россия
759,Покров,Владимирская область,Россия
760,Покровск,Якутия,Россия
761,Полевской,Свердловская область,Россия
762,Полесск,Калининградская область,Россия
763,Полысаево,Кемеровская область,Россия
764,Полярные Зори,Мурманская область,Россия
765,Полярный,Мурманская область,Россия
766,Поронайск,Сахалинская область,Россия
767,Порхов,Псковская область,Россия
768,Похвистнево,Самарская область,Россия
769,Почеп,Брянская область,Россия
770,Починок,Смоленская область,Россия
771,Пошехонье,Ярославская область,Россия
772,Правдинск,Калининградская область,Россия
773,Приволжск,Ивановская область,Россия
774,Приморск,Ленинградская область,Россия
775,Приморско-Ахтарск,Краснодарский край,Россия
776,Приозерск,Ленинградская область,Россия
777,Прокопьевск,Кемеровская область,Россия
778,Пролетарск,Ростовская область,Россия
779,Протвино,Московская область,Россия
780,Прохладный,Кабардино-Балкария,Россия
781,Псков,Псковская область,Россия
782,Пугачёв,Саратовская область,Россия
783,Пудож,Карелия,Россия
784,Пустошка,Псковская область,Россия
785,Пучеж,Ивановская область,Россия
786,Пушкин,Санкт-Петербург,Россия
787,Пушкино,Московская область,Россия
788,Пущино,Московская область,Россия
789,Пыталово,Псковская область,Россия
790,Пыть-Ях,Ханты-Мансийский автономный округ,Россия
791,Пятигорск,Ставропольский край,Россия
792,Радужный,Владимирская область,Россия
793,Радужный,Ханты-Мансийский автономный округ,Россия
794,Райчихинск,Амурская область,Россия
795,Раменское,Московская область,Россия
796,Рассказово,Тамбовская область,Россия
797,Ревда,Свердловская область,Россия
798,Реж,Свердловская область,Россия
799,Реутов,Московская область,Россия
800,Ржев,Тверская область,Россия
801,Родники,Ивановская область,Россия
802,Рославль,Смоленская область,Россия
803,Россошь,Воронежская область,Россия
804,Ростов,Ярославская область,Россия
805,Ростов-на-Дону,Ростовская область,Россия
806,Рошаль,Московская область,Россия
807,Ртищево,Саратовская область,Россия
808,Рубцовск,Алтайский край,Россия
809,Рудня,Смоленская область,Россия
810,Руза,Московская область,Россия
811,Рузаевка,Мордовия,Россия
812,Рыбинск,Ярославская область,Россия
813,Рыбное,Рязанская область,Россия
814,Рыльск,Курская область,Россия
815,Ряжск,Рязанская область,Россия
816,Рязань,Рязанская область,Россия
817,Салават,Башкортостан,Россия
818,Салаир,Кемеровская область,Россия
819,Салехард,Ямало-Ненецкий автономный округ,Россия
820,Сальск,Ростовская область,Россия
821,Самара,Самарская область,Россия
822,Санкт-Петербург,Ленинградская область,Россия
823,Саранск,Республика Мордовия,Россия
824,Сарапул,Удмуртия,Россия
825,Саратов,Саратовская область,Россия
826,Саров,Нижегородская область,Россия
827,Сасово,Рязанская область,Россия
828,Сатка,Челябинская область,Россия
829,Сафоново,Смоленская область,Россия
830,Саяногорск,Хакасия,Россия
831,Саянск,Иркутская область,Россия
832,Светлогорск,Калининградская область,Россия
833,Светлоград,Ставропольский край,Россия
834,Светлый,Калининградская область,Россия
835,Светогорск,Ленинградская область,Россия
836,Свирск,Иркутская область,Россия
837,Свободный,Амурская область,Россия
838,Себеж,Псковская область,Россия
839,Северо-Курильск,Сахалинская область,Россия
840,Северобайкальск,Бурятия,Россия
841,Северодвинск,Архангельская область,Россия
842,Североморск,Мурманская область,Россия
843,Североуральск,Свердловская область,Россия
844,Северск,Томская область,Россия
845,Севск,Брянская область,Россия
846,Сегежа,Республика Карелия,Россия
847,Сельцо,Брянская область,Россия
848,Семёнов,Нижегородская область,Россия
849,Семикаракорск,Ростовская область,Россия
850,Семилуки,Воронежская область,Россия
851,Сенгилей,Ульяновская область,Россия
852,Серафимович,Волгоградская область,Россия
853,Сергач,Нижегородская область,Россия
854,Сергиев Посад,Московская область,Россия
855,Сердобск,Пензенская область,Россия
856,Серов,Свердловская область,Россия
857,Серпухов,Московская область,Россия
858,Сертолово,Ленинградская область,Россия
859,Сестрорецк,город Санкт-Петербург,Россия
860,Сибай,Башкортостан,Россия
861,Сим,Челябинская область,Россия
862,Сковородино,Амурская область,Россия
863,Скопин,Рязанская область,Россия
864,Славгород,Алтайский край,Россия
865,Славск,Калининградская область,Россия
866,Славянск-на-Кубани,Краснодарский край,Россия
867,Сланцы,Ленинградская область,Россия
868,Слободской,Кировская область,Россия
869,Слюдянка,Иркутская область,Россия
870,Смоленск,Смоленская область,Россия
871,Снежинск,Челябинская область,Россия
872,Снежногорск,Мурманская область,Россия
873,Собинка,Владимирская область,Россия
874,Советск,Калининградская область,Россия
875,Советск,Кировская область,Россия
876,Советск,Тульская область,Россия
877,Советская Гавань,Хабаровский край,Россия
878,Советский,Ханты-Мансийский автономный округ - Югра,Россия
879,Сокол,Вологодская область,Россия
880,Сокольники,Тульская область,Россия
881,Солигалич,Костромская область,Россия
882,Соликамск,Пермский край,Россия
883,Солнечногорск,Московская область,Россия
884,Соль-Илецк,Оренбургская область,Россия
885,Сольвычегодск,Архангельская область,Россия
886,Сольцы,Новгородская область,Россия
887,Сорочинск,Оренбургская область,Россия
888,Сорск,Хакасия,Россия
889,Сортавала,Республика Карелия,Россия
890,Сосенский,Калужская область,Россия
891,Сосновка,Кировская область,Россия
892,Сосновоборск,Красноярский край,Россия
893,Сосновый Бор,Ленинградская область,Россия
894,Сосногорск,Коми,Россия
895,Сочи,Краснодарский край,Россия
896,Спас-Деменск,Калужская область,Россия
897,Спас-Клепики,Рязанская область,Россия
898,Спасск,Пензенская область,Россия
899,Спасск-Дальний,Приморский край,Россия
900,Спасск-Рязанский,Рязанская область,Россия
901,Среднеколымск,Якутия,Россия
902,Среднеуральск,Свердловская область,Россия
903,Сретенск,Читинская область,Россия
904,Ставрополь,Ставропольский край,Россия
905,Старая Купавна,Московская область,Россия
906,Старая Русса,Новгородская область,Россия
907,Старица,Тверская область,Россия
908,Стародуб,Брянская область,Россия
909,Старый Оскол,Белгородская область,Россия
910,Стерлитамак,Башкортостан,Россия
911,Стрежевой,Томская область,Россия
912,Строитель,Белгородская область,Россия
913,Струнино,Владимирская область,Россия
914,Ступино,Московская область,Россия
915,Суворов,Тульская область,Россия
916,Суджа,Курская область,Россия
917,Судогда,Владимирская область,Россия
918,Суздаль,Владимирская область,Россия
919,Суоярви,Республика Карелия,Россия
920,Сураж,Брянская область,Россия
921,Сургут,Ханты-Мансийский автономный округ - Югра,Россия
922,Суровикино,Волгоградская область,Россия
923,Сурск,Пензенская область,Россия
924,Сусуман,Магаданская область,Россия
925,Сухиничи,Калужская область,Россия
926,Сухой Лог,Свердловская область,Россия
927,Сходня,Московская область,Россия
928,Сызрань,Самарская область,Россия
929,Сыктывкар,Республика Коми,Россия
930,Сысерть,Свердловская область,Россия
931,Сычёвка,Смоленская область,Россия
932,Сясьстрой,Ленинградская область,Россия
933,Тавда,Свердловская область,Россия
934,Таганрог,Ростовская область,Россия
935,Тайга,Кемеровская область,Россия
936,Тайшет,Иркутская область,Россия
937,Талдом,Московская область,Россия
938,Талица,Свердловская область,Россия
939,Тамбов,Тамбовская область,Россия
940,Тара,Омская область,Россия
941,Тарко-Сале,Ямало-Ненецкий автономный округ,Россия
942,Таруса,Калужская область,Россия
943,Татарск,Новосибирская область,Россия
944,Таштагол,Кемеровская область,Россия
945,Тверь,Тверская область,Россия
946,Теберда,Карачаево-Черкесия,Россия
947,Тейково,Ивановская область,Россия
948,Темников,Мордовия,Россия
949,Темрюк,Краснодарский край,Россия
950,Терек,Кабардино-Балкария,Россия
951,Тетюши,Татарстан,Россия
952,Тимашёвск,Краснодарский край,Россия
953,Тихвин,Ленинградская область,Россия
954,Тихорецк,Краснодарский край,Россия
955,Тобольск,Тюменская область,Россия
956,Тогучин,Новосибирская область,Россия
957,Тольятти,Самарская область,Россия
958,Томари,Сахалинская область,Россия
959,Томмот,Якутия,Россия
960,Томск,Томская область,Россия
961,Топки,Кемеровская область,Россия
962,Торжок,Тверская область,Россия
963,Торопец,Тверская область,Россия
964,Тосно,Ленинградская область,Россия
965,Тотьма,Вологодская область,Россия
966,Трёхгорный,Челябинская область,Россия
967,Троицк,Московская область,Россия
968,Троицк,Челябинская область,Россия
969,Трубчевск,Брянская область,Россия
970,Туапсе,Краснодарский край,Россия
971,Туймазы,Башкортостан,Россия
972,Тула,Тульская область,Россия
973,Тулун,Иркутская область,Россия
974,Туран,Тува,Россия
975,Туринск,Свердловская область,Россия
976,Тутаев,Ярославская область,Россия
977,Тында,Амурская область,Россия
978,Тырныауз,Кабардино-Балкарская Республика,Россия
979,Тюкалинск,Омская область,Россия
980,Тюмень,Тюменская область,Россия
981,Уварово,Тамбовская область,Россия
982,Углегорск,Сахалинская область,Россия
983,Углич,Ярославская область,Россия
984,Удачный,Якутия,Россия
985,Удомля,Тверская область,Россия
986,Ужур,Красноярский край,Россия
987,Узловая,Тульская область,Россия
988,Улан-Удэ,Бурятия,Россия
989,Ульяновск,Ульяновская область,Россия
990,Унеча,Брянская область,Россия
991,Урай,Ханты-Мансийский автономный округ,Россия
992,Урень,Нижегородская область,Россия
993,Уржум,Кировская область,Россия
994,Урус-Мартан,Чечня,Россия
995,Урюпинск,Волгоградская область,Россия
996,Усинск,Коми,Россия
997,Усмань,Липецкая область,Россия
998,Усолье,Пермский край,Россия
999,Усолье-Сибирское,Иркутская область,Россия
1000,Уссурийск,Приморский край,Россия
1001,Усть-Джегута,Карачаево-Черкесия,Россия
1002,Усть-Илимск,Иркутская область,Россия
1003,Усть-Катав,Челябинская область,Россия
1004,Усть-Кут,Иркутская область,Россия
1005,Усть-Лабинск,Краснодарский край,Россия
1006,Устюжна,Вологодская область,Россия
1007,Уфа,Башкортостан,Россия
1008,Ухта,Коми,Россия
1009,Учалы,Башкортостан,Россия
1010,Уяр,Красноярский край,Россия
1011,Фатеж,Курская область,Россия
1012,Фокино,Брянская область,Россия
1013,Фокино,Приморский край,Россия
1014,Фролово,Волгоградская область,Россия
1015,Фрязино,Московская область,Россия
1016,Фурманов,Ивановская область,Россия
1017,Хабаровск,Хабаровский край,Россия
1018,Хадыженск,Краснодарский край,Россия
1019,Ханты-Мансийск,Ханты-Мансийский автономный округ - Югра,Россия
1020,Харабали,Астраханская область,Россия
1021,Харовск,Вологодская область,Россия
1022,Хасавюрт,Дагестан,Россия
1023,Хвалынск,Саратовская область,Россия
1024,Хилок,Читинская область,Россия
1025,Химки,Московская область,Россия
1026,Холм,Новгородская область,Россия
1027,Холмск,Сахалинская область,Россия
1028,Хотьково,Московская область,Россия
1029,Цивильск,Чувашия,Россия
1030,Цимлянск,Ростовская область,Россия
1031,Чадан,Тува,Россия
1032,Чайковский,Пермский край,Россия
1033,Чапаевск,Самарская область,Россия
1034,Чаплыгин,Липецкая область,Россия
1035,Чебаркуль,Челябинская область,Россия
1036,Чебоксары,Чувашия,Россия
1037,Чегем,Кабардино-Балкария,Россия
1038,Чекалин,Тульская область,Россия
1039,Челябинск,Челябинская область,Россия
1040,Чердынь,Пермский край,Россия
1041,Черемхово,Иркутская область,Россия
1042,Черепаново,Новосибирская область,Россия
1043,Череповец,Вологодская область,Россия
1044,Черкесск,Карачаево-Черкесия,Россия
1045,Чермоз,Пермский край,Россия
1046,Черноголовка,Московская область,Россия
1047,Черногорск,Хакасия,Россия
1048,Чернушка,Пермский край,Россия
1049,Черняховск,Калининградская область,Россия
1050,Чехов,Московская область,Россия
1051,Чистополь,Татарстан,Россия
1052,Чита,Читинская область,Россия
1053,Чкаловск,Нижегородская область,Россия
1054,Чудово,Новгородская область,Россия
1055,Чулым,Новосибирская область,Россия
1056,Чусовой,Пермский край,Россия
1057,Чухлома,Костромская область,Россия
1058,Шагонар,Тува,Россия
1059,Шадринск,Курганская область,Россия
1060,Шали,Чечня,Россия
1061,Шарыпово,Красноярский край,Россия
1062,Шарья,Костромская область,Россия
1063,Шатура,Московская область,Россия
1064,Шахтёрск,Сахалинская область,Россия
1065,Шахты,Ростовская область,Россия
1066,Шахунья,Нижегородская область,Россия
1067,Шацк,Рязанская область,Россия
1068,Шебекино,Белгородская область,Россия
1069,Шелехов,Иркутская область,Россия
1070,Шенкурск,Архангельская область,Россия
1071,Шилка,Читинская область,Россия
1072,Шимановск,Амурская область,Россия
1073,Шиханы,Саратовская область,Россия
1074,Шлиссельбург,Ленинградская область,Россия
1075,Шумерля,Чувашия,Россия
1076,Шумиха,Курганская область,Россия
1077,Шуя,Ивановская область,Россия
1078,Щёкино,Тульская область,Россия
1079,Щёлково,Московская область,Россия
1080,Щербинка,Московская область,Россия
1081,Щигры,Курская область,Россия
1082,Щучье,Курганская область,Россия
1083,Электрогорск,Московская область,Россия
1084,Электросталь,Московская область,Россия
1085,Электроугли,Московская область,Россия
1086,Элиста,Калмыкия,Россия
1087,Энгельс,Саратовская область,Россия
1088,Эртиль,Воронежская область,Россия
1089,Юбилейный,Московская область,Россия
1090,Югорск,Ханты-Мансийский автономный округ,Россия
1091,Южа,Ивановская область,Россия
1092,Южно-Сахалинск,Сахалинская область,Россия
1093,Южно-Сухокумск,Дагестан,Россия
1094,Южноуральск,Челябинская область,Россия
1095,Юрга,Кемеровская область,Россия
1096,Юрьев-Польский,Владимирская область,Россия
1097,Юрьевец,Ивановская область,Россия
1098,Юрюзань,Челябинская область,Россия
1099,Юхнов,Калужская область,Россия
1100,Ядрин,Чувашия,Россия
1101,Якутск,Якутия,Россия
1102,Ялуторовск,Тюменская область,Россия
1103,Янаул,Башкортостан,Россия
1104,Яранск,Кировская область,Россия
1105,Яровое,Алтайский край,Россия
1106,Ярославль,Ярославская область,Россия
1107,Ярцево,Смоленская область,Россия
1108,Ясногорск,Тульская область,Россия
1109,Ясный,Оренбургская область,Россия
1110,Яхрома,Московская область,Россия
1111,Киев,Киевская область,Украина
1112,Харьков,Харьковская область,Украина
1113,Одесса,Одесская область,Украина
1114,Днепропетровск,Днепропетровская область,Украина
1115,Донецк,Донецкая область,Украина
1116,Кременчуг,Полтавская область,Украина
1117,Севастополь,Крым,Россия
1118,Симферополь,Крым,Россия
1119,Львов,Львовская область,Украина
1120,Николаев,Николаевская область,Украина
1121,Черкассы,Черкасская область,Украина
1122,Мариуполь,Донецкая область,Украина
1123,Луганск,Луганская область,Украина
1124,Кривой Рог,Днепропетровская область,Украина
1125,Полтава,Полтавская область,Украина
1126,Минск,Минская область,Беларусь
1127,Гомель,Гомельская область,Беларусь
1128,Витебск,Витебская область,Беларусь
1129,Гродно,Гродненская область,Беларусь
1130,Брест,Брестская область,Беларусь
1131,Могилёв,Могилёвская область,Беларусь
